station-num,station-region,typhoon,date,wind-avg-speed,wind-avg-strength,wind-moment-speed,wind-moment-strength,daily-rain,type
4,新屋,潭美,2013/8/22,10.3,5,18.2,8,30.5,4
4,新屋,潭美,2013/8/21,14.8,7,23.8,9,72.5,3
4,新屋,西馬隆,2013/7/18,6.8,4,9.8,5,0,4
4,新屋,蘇力,2013/7/13,22.7,9,38.5,13,94,3
4,新屋,蘇力,2013/7/12,15.5,7,25.8,10,12.5,3
5,新竹,天鵝,2015/8/23,5.6,4,12.4,6,3.4,4
5,新竹,天鵝,2015/8/22,7.3,4,17.4,8,0,4
5,新竹,天鵝,2015/8/21,6.2,4,14.9,7,0,4
5,新竹,蘇迪勒,2015/8/9,2.9,2,5.6,4,1.3,4
5,新竹,蘇迪勒,2015/8/8,12.6,6,30.4,11,77.6,3
5,新竹,蘇迪勒,2015/8/7,8.2,5,20.1,8,2.8,2
5,新竹,昌鴻,2015/7/11,3.9,3,14.3,7,0,4
5,新竹,昌鴻,2015/7/10,5.7,4,13.9,7,7.7,4
5,新竹,蓮花,2015/7/9,5.2,3,12.2,6,30.5,4
5,新竹,蓮花,2015/7/8,2.8,2,5.5,4,0,4
5,新竹,蓮花,2015/7/7,4.3,3,8.7,5,6,4
5,新竹,紅霞,2015/5/11,4.3,3,13.5,6,0,4
5,新竹,鳳凰,2014/9/22,4.1,3,10.1,5,48,4
5,新竹,鳳凰,2014/9/21,2.8,2,6.7,4,2.3,4
5,新竹,鳳凰,2014/9/20,5.3,3,12.2,6,0,4
5,新竹,麥德姆,2014/7/23,8,5,18.5,8,34,2
5,新竹,麥德姆,2014/7/22,7.5,4,19.9,8,1.6,4
5,新竹,哈吉貝,2014/6/15,2.5,2,4.7,3,3.6,4
5,新竹,菲特,2013/10/7,3.8,3,6.6,4,1.3,4
5,新竹,菲特,2013/10/6,5.7,4,14.6,7,7,4
5,新竹,菲特,2013/10/5,5.4,3,13.2,6,20.2,4
5,新竹,天兔,2013/9/22,7.8,4,17.5,8,4.4,4
5,新竹,天兔,2013/9/21,8.2,5,22.8,9,1,4
5,新竹,天兔,2013/9/20,5.8,4,13.9,7,6.1,4
5,新竹,康芮,2013/8/29,4.2,3,12,6,165.8,4
5,新竹,康芮,2013/8/28,4.6,3,12.4,6,0,4
5,新竹,潭美,2013/8/22,4.7,3,13.7,6,49.5,4
5,新竹,潭美,2013/8/21,5.7,4,14.8,7,101.5,2
5,新竹,西馬隆,2013/7/18,2.5,2,6.5,4,0.2,4
5,新竹,蘇力,2013/7/13,10.8,6,29.7,11,197.9,3
5,新竹,蘇力,2013/7/12,7.9,4,21,9,14.5,2
5,新竹,杰拉華,2012/9/28,6.7,4,16.8,7,11.2,4
5,新竹,天秤,2012/8/28,3.3,2,7.3,4,0,4
5,新竹,天秤,2012/8/27,3.2,2,6.3,4,0,4
5,新竹,天秤,2012/8/25,5,3,11.6,6,22.4,4
5,新竹,天秤,2012/8/24,7.8,4,21.7,9,0,4
5,新竹,天秤,2012/8/23,6.1,4,13.1,6,68.1,4
5,新竹,天秤,2012/8/22,6.1,4,14,7,6.1,4
5,新竹,啟德,2012/8/15,3.9,3,8.7,5,0,4
5,新竹,海葵,2012/8/7,3.2,2,8.3,5,0,4
5,新竹,蘇拉,2012/8/3,2.9,2,10.7,5,11.9,4
5,新竹,蘇拉,2012/8/2,9.1,5,22.4,9,374.5,3
5,新竹,蘇拉,2012/8/1,9.9,5,25.5,10,84,3
5,新竹,蘇拉,2012/7/31,5.8,4,13.7,6,36.2,4
5,新竹,杜蘇芮,2012/6/29,2.9,2,6.4,4,3.4,4
5,新竹,泰利,2012/6/21,1.9,2,4.3,3,29.8,4
5,新竹,泰利,2012/6/20,5.3,3,12.3,6,58.8,2
5,新竹,南瑪都,2011/8/31,3.1,2,8,5,0.6,4
5,新竹,南瑪都,2011/8/30,2.8,2,5.8,4,14.4,4
5,新竹,南瑪都,2011/8/29,7,4,16.7,7,2.8,2
5,新竹,南瑪都,2011/8/28,6.8,4,17.2,8,5.8,4
5,新竹,梅花,2011/8/6,4.1,3,9.4,5,8.6,4
5,新竹,梅花,2011/8/5,4.1,3,8.1,5,4,4
5,新竹,米雷,2011/6/25,3.9,3,14.4,7,68.6,4
5,新竹,米雷,2011/6/24,6,4,14.4,7,20.2,4
5,新竹,桑達,2011/5/28,6,4,15.4,7,12,4
5,新竹,艾利,2011/5/10,3.1,2,5.9,4,0,4
5,新竹,梅姬,2010/10/23,3.8,3,6.2,4,0,4
5,新竹,梅姬,2010/10/22,5.9,4,16.2,7,9,4
5,新竹,凡那比,2010/9/20,4,3,8.2,5,3.1,4
5,新竹,凡那比,2010/9/19,8,5,20.4,8,42.4,2
5,新竹,凡那比,2010/9/18,5.5,4,12.2,6,12.3,4
5,新竹,莫蘭蒂,2010/9/10,4,3,10.1,5,0,4
5,新竹,萊羅克,2010/9/2,3.5,3,6.1,4,21.4,4
5,新竹,萊羅克,2010/9/1,4.1,3,8.2,5,1,4
5,新竹,南修,2010/8/31,3.1,2,8,5,39.6,4
5,新竹,芭瑪,2009/10/6,6.8,4,15.2,7,5.8,4
5,新竹,芭瑪,2009/10/5,7.8,4,21,9,31.6,4
5,新竹,芭瑪,2009/10/4,9.1,5,22.7,9,0.4,4
5,新竹,莫拉克,2009/8/10,3.8,3,12.8,6,22.5,4
5,新竹,莫拉克,2009/8/9,5.7,4,15.3,7,93.8,4
5,新竹,莫拉克,2009/8/8,9.5,5,21.5,9,57.9,2
5,新竹,莫拉克,2009/8/7,9.3,5,24.4,9,37.5,2
5,新竹,莫拉克,2009/8/6,6,4,15.4,7,84.9,4
5,新竹,莫拉菲,2009/7/18,3.9,3,9.6,5,0,4
5,新竹,蓮花,2009/6/22,5.1,3,15,7,2.3,4
5,新竹,蓮花,2009/6/21,3.4,3,7.4,4,28.9,4
5,新竹,薔密,2008/9/29,4.7,3,15.9,7,130.6,2
5,新竹,薔密,2008/9/28,13.8,6,33.9,12,83.1,3
5,新竹,薔密,2008/9/27,5.9,4,13.8,6,8,4
5,新竹,哈格比,2008/9/23,6.8,4,18.3,8,0,4
5,新竹,哈格比,2008/9/22,8.4,5,19.6,8,0,4
5,新竹,辛樂克,2008/9/16,3.5,3,7.3,4,0,4
5,新竹,辛樂克,2008/9/15,4.5,3,15.4,7,92.7,4
5,新竹,辛樂克,2008/9/14,6.5,4,18,8,126.8,2
5,新竹,辛樂克,2008/9/13,8.7,5,23.6,9,104.6,2
5,新竹,辛樂克,2008/9/12,7.5,4,17.6,8,81.3,2
5,新竹,如麗,2008/8/21,3.8,3,7.8,4,0,4
5,新竹,如麗,2008/8/20,3.8,3,7.1,4,0,4
5,新竹,鳳凰,2008/7/29,2.9,2,5.7,4,9,4
5,新竹,鳳凰,2008/7/28,9.5,5,21.6,9,25,2
5,新竹,鳳凰,2008/7/27,7.1,4,18.8,8,49.7,4
5,新竹,卡玫基,2008/7/18,8.5,5,18.7,8,171.4,4
5,新竹,卡玫基,2008/7/17,5.9,4,11.7,6,24.5,4
5,新竹,米塔,2007/11/27,7.4,4,17.6,8,40.2,4
5,新竹,柯羅莎,2007/10/7,4.7,3,15.3,7,51.5,2
5,新竹,柯羅莎,2007/10/6,13.2,6,32.2,11,136.2,3
5,新竹,柯羅莎,2007/10/5,8,5,19.5,8,45.2,4
5,新竹,韋帕,2007/9/19,4.3,3,10.1,5,5,4
5,新竹,韋帕,2007/9/18,7.3,4,18,8,128,2
5,新竹,聖帕,2007/8/19,2.3,2,4.5,3,34,4
5,新竹,聖帕,2007/8/18,10.3,5,23.8,9,27.5,2
5,新竹,聖帕,2007/8/17,6.8,4,16.1,7,2,2
5,新竹,梧提,2007/8/9,3.4,3,7,4,0.9,4
5,新竹,帕布,2007/8/8,7,4,15,7,0.5,4
5,新竹,帕布,2007/8/7,4.9,3,11.9,6,7.7,4
5,新竹,珊珊,2006/9/16,5,3,13.8,6,12.5,4
5,新竹,珊珊,2006/9/15,7.7,4,17,7,6.9,4
5,新竹,桑美,2006/8/10,3.9,3,9.2,5,14,4
5,新竹,寶發,2006/8/9,8.5,5,23.6,9,0,4
5,新竹,寶發,2006/8/8,5.4,3,13.7,6,1.5,4
5,新竹,凱米,2006/7/26,3,2,5.4,3,6.1,4
5,新竹,凱米,2006/7/25,8.4,5,20.5,8,5.2,4
5,新竹,凱米,2006/7/24,6.8,4,20,8,0,4
5,新竹,碧利斯,2006/7/15,3.3,2,9.1,5,10.1,4
5,新竹,碧利斯,2006/7/14,6.8,4,14.2,7,60.9,4
5,新竹,碧利斯,2006/7/13,8.5,5,19.1,8,53.5,4
5,新竹,艾維尼,2006/7/9,3.9,3,11.6,6,1.1,4
5,新竹,艾維尼,2006/7/8,4.8,3,11.9,6,1,4
5,新竹,珍珠,2006/5/18,5.5,4,14.5,7,0.1,4
5,新竹,珍珠,2006/5/17,3.5,3,8.7,5,15.1,4
6,臺中,天鵝,2015/8/23,5.1,3,11.4,6,0,4
6,臺中,天鵝,2015/8/22,3.2,2,6.7,4,0,4
6,臺中,天鵝,2015/8/21,2.9,2,5.3,3,0,4
6,臺中,蘇迪勒,2015/8/9,4.9,3,12.8,6,16.3,4
6,臺中,蘇迪勒,2015/8/8,11.4,6,30.5,11,52.6,3
6,臺中,蘇迪勒,2015/8/7,7.1,4,16,7,0,2
6,臺中,昌鴻,2015/7/11,4.6,3,11.1,6,0,4
6,臺中,昌鴻,2015/7/10,6.1,4,14.7,7,8.7,4
6,臺中,蓮花,2015/7/9,3.4,3,7.9,4,0,4
6,臺中,蓮花,2015/7/8,2.8,2,5.8,4,3,4
6,臺中,蓮花,2015/7/7,4.1,3,8.9,5,7,4
6,臺中,紅霞,2015/5/11,2.6,2,5.9,4,0,4
6,臺中,鳳凰,2014/9/22,4.1,3,10.3,5,16.6,4
6,臺中,鳳凰,2014/9/21,4.9,3,10,5,5.7,2
6,臺中,鳳凰,2014/9/20,3.9,3,9.4,5,6.8,4
6,臺中,麥德姆,2014/7/23,7.9,4,22.2,9,90.3,2
6,臺中,麥德姆,2014/7/22,3.8,3,7.8,4,2.5,4
6,臺中,哈吉貝,2014/6/15,3.2,2,5,3,2.8,4
6,臺中,菲特,2013/10/7,3.5,3,6.7,4,0,4
6,臺中,菲特,2013/10/6,5.3,3,13.1,6,2.7,4
6,臺中,菲特,2013/10/5,6.6,4,15,7,0,4
6,臺中,天兔,2013/9/22,3.5,3,6.1,4,5.5,4
6,臺中,天兔,2013/9/21,3.9,3,8.9,5,0.6,2
6,臺中,天兔,2013/9/20,4.8,3,9.6,5,0,4
6,臺中,康芮,2013/8/29,3.4,3,8,5,151.9,4
6,臺中,康芮,2013/8/28,2.8,2,6.2,4,0,4
6,臺中,潭美,2013/8/22,6.6,4,13.3,6,131.7,4
6,臺中,潭美,2013/8/21,4.6,3,13.7,6,146.1,2
6,臺中,西馬隆,2013/7/18,3.5,3,7.7,4,5.3,4
6,臺中,蘇力,2013/7/13,8.6,5,25.2,10,280.3,3
6,臺中,蘇力,2013/7/12,7.1,4,19.6,8,2.9,2
6,臺中,杰拉華,2012/9/28,7.8,4,20.5,8,0,4
6,臺中,天秤,2012/8/28,3.9,3,7.8,4,0.9,4
6,臺中,天秤,2012/8/27,3,2,5.8,4,0,4
6,臺中,天秤,2012/8/25,3.8,3,7.5,4,76.8,4
6,臺中,天秤,2012/8/24,3.5,3,6.6,4,0.1,2
6,臺中,天秤,2012/8/23,4.9,3,11.9,6,0,4
6,臺中,天秤,2012/8/22,4.4,3,8.7,5,17.5,4
6,臺中,啟德,2012/8/15,2.8,2,5.6,4,0,4
6,臺中,海葵,2012/8/7,3.1,2,6.7,4,6.4,4
6,臺中,蘇拉,2012/8/3,4.7,3,11.3,6,12.6,4
6,臺中,蘇拉,2012/8/2,8.1,5,21.7,9,465.2,3
6,臺中,蘇拉,2012/8/1,8.2,5,22,9,9.8,4
6,臺中,蘇拉,2012/7/31,4.9,3,10,5,24.1,4
6,臺中,杜蘇芮,2012/6/29,3.4,3,8.1,5,2.6,4
6,臺中,泰利,2012/6/21,3.5,3,9.6,5,20.8,4
6,臺中,泰利,2012/6/20,6.9,4,17.7,8,57.1,2
6,臺中,南瑪都,2011/8/31,5,3,11.9,6,17.7,4
6,臺中,南瑪都,2011/8/30,5.7,4,12.7,6,12.3,4
6,臺中,南瑪都,2011/8/29,4.2,3,9.4,5,1,2
6,臺中,南瑪都,2011/8/28,2.7,2,5.3,3,2.8,4
6,臺中,梅花,2011/8/6,4.1,3,8,5,0,4
6,臺中,梅花,2011/8/5,4.6,3,9.9,5,0,4
6,臺中,米雷,2011/6/25,3.5,3,8.4,5,24.6,4
6,臺中,米雷,2011/6/24,4.1,3,10.2,5,3.1,4
6,臺中,桑達,2011/5/28,6.8,4,14.9,7,0,4
6,臺中,艾利,2011/5/10,3.2,2,8.3,5,0,4
6,臺中,梅姬,2010/10/23,3.2,2,6.1,4,0,4
6,臺中,梅姬,2010/10/22,3.9,3,7.2,4,0,4
6,臺中,凡那比,2010/9/20,3.4,3,7.4,4,0.5,4
6,臺中,凡那比,2010/9/19,8.9,5,25.5,10,66,3
6,臺中,凡那比,2010/9/18,4.9,3,11.2,6,5.2,4
6,臺中,莫蘭蒂,2010/9/10,5.1,3,11.9,6,2.3,4
6,臺中,萊羅克,2010/9/2,3,2,6.6,4,5.5,4
6,臺中,萊羅克,2010/9/1,3.5,3,7.9,4,4.3,4
6,臺中,南修,2010/8/31,3.3,2,6.3,4,13.1,4
6,臺中,芭瑪,2009/10/6,5.3,3,10.7,5,5.9,4
6,臺中,芭瑪,2009/10/5,3.3,2,6,4,6.4,4
6,臺中,芭瑪,2009/10/4,4.2,3,9.4,5,0,4
6,臺中,莫拉克,2009/8/10,5.8,4,14.7,7,17.5,4
6,臺中,莫拉克,2009/8/9,6.7,4,18,8,347.4,2
6,臺中,莫拉克,2009/8/8,6.7,4,18.6,8,25.3,2
6,臺中,莫拉克,2009/8/7,9.3,5,26.9,10,17,3
6,臺中,莫拉克,2009/8/6,5.8,4,13.5,6,124.5,4
6,臺中,莫拉菲,2009/7/18,3.2,2,7,4,0,4
6,臺中,蓮花,2009/6/22,6.2,4,15.4,7,39.5,4
6,臺中,蓮花,2009/6/21,4.9,3,11.6,6,9.2,4
6,臺中,薔密,2008/9/29,4.9,3,13,6,227.5,2
6,臺中,薔密,2008/9/28,12.1,6,29.7,11,33.8,3
6,臺中,薔密,2008/9/27,4.9,3,10.1,5,0,4
6,臺中,哈格比,2008/9/23,3.8,3,7.7,4,0,4
6,臺中,哈格比,2008/9/22,3.4,3,7.2,4,0,4
6,臺中,辛樂克,2008/9/16,3.2,2,6,4,0,4
6,臺中,辛樂克,2008/9/15,6.1,4,16.2,7,125.8,4
6,臺中,辛樂克,2008/9/14,7.2,4,15.8,7,214.2,2
6,臺中,辛樂克,2008/9/13,7.8,4,20,8,73.2,2
6,臺中,辛樂克,2008/9/12,6.1,4,16.4,7,17.5,4
6,臺中,如麗,2008/8/21,2.8,2,5.7,4,1,4
6,臺中,如麗,2008/8/20,3.3,2,6,4,0,4
6,臺中,鳳凰,2008/7/29,6.3,4,16.3,7,31.5,4
6,臺中,鳳凰,2008/7/28,9.8,5,22.3,9,119,2
6,臺中,鳳凰,2008/7/27,6.7,4,14.7,7,0.6,4
6,臺中,卡玫基,2008/7/18,7.4,4,17.4,8,476.9,2
6,臺中,卡玫基,2008/7/17,6.6,4,13.9,7,20.5,4
6,臺中,米塔,2007/11/27,7,4,17.1,7,17.8,4
6,臺中,柯羅莎,2007/10/7,6.1,4,16.2,7,169.2,2
6,臺中,柯羅莎,2007/10/6,11.6,6,27.7,10,112.7,3
6,臺中,柯羅莎,2007/10/5,7.7,4,18.5,8,0.3,4
6,臺中,韋帕,2007/9/19,3.8,3,7.1,4,16.9,4
6,臺中,韋帕,2007/9/18,5.9,4,15.6,7,188,4
6,臺中,聖帕,2007/8/19,6.3,4,16.3,7,99.2,4
6,臺中,聖帕,2007/8/18,6.4,4,15.5,7,38.8,2
6,臺中,聖帕,2007/8/17,3.1,2,6.1,4,2,4
6,臺中,梧提,2007/8/9,3.7,3,8.4,5,0,4
6,臺中,帕布,2007/8/8,3.2,2,5.8,4,5,4
6,臺中,帕布,2007/8/7,2.4,2,4.3,3,3.6,4
6,臺中,珊珊,2006/9/16,5.1,3,14.5,7,11.4,4
6,臺中,珊珊,2006/9/15,4.5,3,9,5,0,4
6,臺中,桑美,2006/8/10,3.9,3,8.8,5,0,4
6,臺中,寶發,2006/8/9,2.5,2,4.9,3,1.9,4
6,臺中,寶發,2006/8/8,4.3,3,11.4,6,16.5,4
6,臺中,凱米,2006/7/26,3.9,3,8.8,5,3.3,4
6,臺中,凱米,2006/7/25,4.2,3,9.8,5,13.2,2
6,臺中,凱米,2006/7/24,3.9,3,8.4,5,0,4
6,臺中,碧利斯,2006/7/15,5.3,3,13.3,6,30.6,4
6,臺中,碧利斯,2006/7/14,5.7,4,14.4,7,154.9,4
6,臺中,碧利斯,2006/7/13,7,4,19,8,17.3,4
6,臺中,艾維尼,2006/7/9,3,2,9.2,5,82.9,4
6,臺中,艾維尼,2006/7/8,4.4,3,9.6,5,14.7,4
6,臺中,珍珠,2006/5/18,7.1,4,16.8,7,4.2,4
6,臺中,珍珠,2006/5/17,3.2,2,6.6,4,22,4
7,日月潭,天鵝,2015/8/23,6.5,4,10.7,5,5,4
7,日月潭,天鵝,2015/8/22,2.6,2,5.1,3,0,4
7,日月潭,天鵝,2015/8/21,3.6,3,7.5,4,0,4
7,日月潭,蘇迪勒,2015/8/9,3.6,3,6,4,22,4
7,日月潭,蘇迪勒,2015/8/8,6.2,4,15.1,7,90.5,2
7,日月潭,蘇迪勒,2015/8/7,3.1,2,8.8,5,9.5,2
7,日月潭,昌鴻,2015/7/11,5.8,4,14.9,7,3,4
7,日月潭,昌鴻,2015/7/10,6.6,4,12.8,6,18.5,4
7,日月潭,蓮花,2015/7/9,3,2,4.4,3,0,4
7,日月潭,蓮花,2015/7/8,3.6,3,6.9,4,1.5,4
7,日月潭,蓮花,2015/7/7,3.5,3,7.5,4,0,4
7,日月潭,紅霞,2015/5/11,3.7,3,5.3,3,0,4
7,日月潭,鳳凰,2014/9/22,5,3,11.8,6,30,4
7,日月潭,鳳凰,2014/9/21,5.9,4,11.9,6,14.5,2
7,日月潭,鳳凰,2014/9/20,3,2,5.7,4,0,4
7,日月潭,麥德姆,2014/7/23,4.5,3,9,5,231.5,3
7,日月潭,麥德姆,2014/7/22,4.7,3,9.3,5,9,4
7,日月潭,哈吉貝,2014/6/15,2.5,2,4.3,3,10,4
7,日月潭,菲特,2013/10/7,3.9,3,6.4,4,1.5,4
7,日月潭,菲特,2013/10/6,4.5,3,10.5,5,1,4
7,日月潭,菲特,2013/10/5,2.8,2,5.4,3,0,4
7,日月潭,天兔,2013/9/22,5.9,4,17.7,8,9.5,4
7,日月潭,天兔,2013/9/21,10.8,6,20.9,9,7.5,4
7,日月潭,天兔,2013/9/20,3.6,3,6.6,4,0,4
7,日月潭,康芮,2013/8/29,6.2,4,15.7,7,256,1
7,日月潭,康芮,2013/8/28,2.8,2,5.6,4,0,4
7,日月潭,潭美,2013/8/22,8.1,5,20.9,9,115,4
7,日月潭,潭美,2013/8/21,7.6,4,16.6,7,214.5,3
7,日月潭,西馬隆,2013/7/18,4.3,3,6,4,0.5,4
7,日月潭,蘇力,2013/7/13,16.6,7,43.8,14,325,3
7,日月潭,蘇力,2013/7/12,9.1,5,21.6,9,8.5,2
7,日月潭,杰拉華,2012/9/28,2.5,2,5.5,4,0,4
7,日月潭,天秤,2012/8/28,7.3,4,14.8,7,14.5,4
7,日月潭,天秤,2012/8/27,2.5,2,3.3,2,0,4
7,日月潭,天秤,2012/8/25,5.5,4,11.8,6,2,4
7,日月潭,天秤,2012/8/24,9.1,5,19.3,8,1.5,2
7,日月潭,天秤,2012/8/23,4.3,3,6.7,4,0,4
7,日月潭,天秤,2012/8/22,2.2,2,18.3,8,0,4
7,日月潭,啟德,2012/8/15,2.5,2,4.5,3,0,4
7,日月潭,海葵,2012/8/7,3.9,3,7.3,4,31.5,4
7,日月潭,蘇拉,2012/8/3,4.3,3,10.9,6,7.5,4
7,日月潭,蘇拉,2012/8/2,14.3,7,31.4,11,482.5,3
7,日月潭,蘇拉,2012/8/1,7.5,4,17.7,8,11.5,4
7,日月潭,蘇拉,2012/7/31,2.4,2,4.2,3,9,4
7,日月潭,杜蘇芮,2012/6/29,3,2,4.8,3,0,4
7,日月潭,泰利,2012/6/21,6.8,4,18.6,8,11,4
7,日月潭,泰利,2012/6/20,5,3,9.3,5,50.5,2
7,日月潭,南瑪都,2011/8/31,4,3,7.3,4,11,4
7,日月潭,南瑪都,2011/8/30,3.9,3,8,5,6,4
7,日月潭,南瑪都,2011/8/29,5.5,4,12.6,6,1.5,2
7,日月潭,南瑪都,2011/8/28,4.8,3,11.6,6,7,4
7,日月潭,梅花,2011/8/6,5.3,3,9.4,5,25,4
7,日月潭,梅花,2011/8/5,3.5,3,7.8,4,0,4
7,日月潭,米雷,2011/6/25,5.7,4,9.3,5,42.5,4
7,日月潭,米雷,2011/6/24,5.8,4,10.1,5,10,4
7,日月潭,桑達,2011/5/28,3.4,3,5.9,4,0,4
7,日月潭,艾利,2011/5/10,3.3,2,6.5,4,0,4
7,日月潭,梅姬,2010/10/23,2.6,2,3.8,3,0,4
7,日月潭,梅姬,2010/10/22,6.3,4,9,5,1,4
7,日月潭,凡那比,2010/9/20,9.2,5,19.1,8,1,4
7,日月潭,凡那比,2010/9/19,10.7,5,27.9,10,42.5,3
7,日月潭,凡那比,2010/9/18,5.1,3,7.4,4,0,4
7,日月潭,莫蘭蒂,2010/9/10,3.8,3,7.3,4,0.5,4
7,日月潭,萊羅克,2010/9/2,3.6,3,6.4,4,0.2,4
7,日月潭,萊羅克,2010/9/1,4.8,3,6.8,4,23,4
7,日月潭,南修,2010/8/31,3,2,5.3,3,26,4
7,日月潭,芭瑪,2009/10/6,6.9,4,21.1,9,6,4
7,日月潭,芭瑪,2009/10/5,3.3,2,5.8,4,21.5,4
7,日月潭,芭瑪,2009/10/4,5.5,4,7.4,4,0,4
7,日月潭,莫拉克,2009/8/10,7.7,4,19.4,8,13,4
7,日月潭,莫拉克,2009/8/9,15.2,7,36.8,12,338.5,3
7,日月潭,莫拉克,2009/8/8,9.4,5,27.6,10,279.5,3
7,日月潭,莫拉克,2009/8/7,6.9,4,14.9,7,45.5,2
7,日月潭,莫拉克,2009/8/6,5.7,4,10.1,5,21,4
7,日月潭,莫拉菲,2009/7/18,4.3,3,7.7,4,1.5,4
7,日月潭,蓮花,2009/6/22,5.1,3,12.7,6,4,4
7,日月潭,蓮花,2009/6/21,5.3,3,8.8,5,6,4
7,日月潭,薔密,2008/9/29,12.3,6,29.1,11,297,3
7,日月潭,薔密,2008/9/28,13.3,6,25.1,10,137,3
7,日月潭,薔密,2008/9/27,3.7,3,5.3,3,0,4
7,日月潭,哈格比,2008/9/23,7.1,4,17.5,8,0,4
7,日月潭,哈格比,2008/9/22,5.7,4,8.4,5,0,4
7,日月潭,辛樂克,2008/9/16,2.8,2,5,3,0,4
7,日月潭,辛樂克,2008/9/15,11.2,6,29.3,11,328.5,3
7,日月潭,辛樂克,2008/9/14,13.9,7,32.2,11,471.5,3
7,日月潭,辛樂克,2008/9/13,10.4,5,21.2,9,45.5,2
7,日月潭,辛樂克,2008/9/12,4,3,6.5,4,8.6,4
7,日月潭,如麗,2008/8/21,4.2,3,8.6,5,2.2,4
7,日月潭,如麗,2008/8/20,3.5,3,7.5,4,0,4
7,日月潭,鳳凰,2008/7/29,4.8,3,8.8,5,29,4
7,日月潭,鳳凰,2008/7/28,6.3,4,19.4,8,181.5,2
7,日月潭,鳳凰,2008/7/27,3.1,2,4.4,3,3,4
7,日月潭,卡玫基,2008/7/18,13.1,6,26.4,10,469,3
7,日月潭,卡玫基,2008/7/17,7.7,4,15.6,7,87.5,4
7,日月潭,米塔,2007/11/27,5.3,3,6.7,4,20.3,4
7,日月潭,柯羅莎,2007/10/7,10.9,6,26.4,10,143,1
7,日月潭,柯羅莎,2007/10/6,15.4,7,37.3,13,137.2,3
7,日月潭,柯羅莎,2007/10/5,4.2,3,8.3,5,0,4
7,日月潭,韋帕,2007/9/19,3.9,3,9.4,5,14.7,4
7,日月潭,韋帕,2007/9/18,10.2,5,19.1,8,171.8,4
7,日月潭,聖帕,2007/8/19,3.9,3,6,4,64.8,4
7,日月潭,聖帕,2007/8/18,11.1,6,19.6,8,67.5,2
7,日月潭,聖帕,2007/8/17,5.9,4,9.2,5,4.5,4
7,日月潭,梧提,2007/8/9,3.9,3,6.3,4,0.2,4
7,日月潭,帕布,2007/8/8,6.3,4,11.3,6,4.1,2
7,日月潭,帕布,2007/8/7,3.8,3,5.5,4,12,4
7,日月潭,珊珊,2006/9/16,7.6,4,14.4,7,4.5,4
7,日月潭,珊珊,2006/9/15,4.3,3,6,4,17.8,4
7,日月潭,桑美,2006/8/10,2.7,2,4.1,3,0,4
7,日月潭,寶發,2006/8/9,4.3,3,11,6,11.7,4
7,日月潭,寶發,2006/8/8,2.9,2,6.7,4,1,4
7,日月潭,凱米,2006/7/26,3.9,3,5.8,4,4.3,4
7,日月潭,凱米,2006/7/25,9,5,22.2,9,21.1,2
7,日月潭,凱米,2006/7/24,3.7,3,7.5,4,3.5,4
7,日月潭,碧利斯,2006/7/15,4.8,3,6.6,4,65.5,4
7,日月潭,碧利斯,2006/7/14,10.8,6,24.4,9,187,2
7,日月潭,碧利斯,2006/7/13,7,4,13.7,6,53.2,2
7,日月潭,艾維尼,2006/7/9,5.3,3,9.1,5,113.5,4
7,日月潭,艾維尼,2006/7/8,3.4,3,8.1,5,5.5,4
7,日月潭,珍珠,2006/5/18,4.7,3,16.9,7,1.9,4
7,日月潭,珍珠,2006/5/17,3.3,2,5.8,4,23.7,4
8,嘉義,天鵝,2015/8/23,8.1,5,15.1,7,2.4,4
8,嘉義,天鵝,2015/8/22,5.4,3,12.3,6,16.5,4
8,嘉義,天鵝,2015/8/21,4.5,3,7.1,4,0,4
8,嘉義,蘇迪勒,2015/8/9,6.7,4,13.7,6,51,4
8,嘉義,蘇迪勒,2015/8/8,17.7,8,33.8,12,185.7,3
8,嘉義,蘇迪勒,2015/8/7,8.9,5,16.3,7,0,2
8,嘉義,昌鴻,2015/7/11,6.5,4,11.2,6,5,4
8,嘉義,昌鴻,2015/7/10,8.7,5,16,7,1.3,4
8,嘉義,蓮花,2015/7/9,5.8,4,10.3,5,0,4
8,嘉義,蓮花,2015/7/8,3.4,3,5.1,3,5.7,4
8,嘉義,蓮花,2015/7/7,3.9,3,6.9,4,49,4
8,嘉義,紅霞,2015/5/11,4.2,3,8.2,5,0,4
8,嘉義,鳳凰,2014/9/22,5.2,3,8.4,5,7,4
8,嘉義,鳳凰,2014/9/21,6.2,4,10.5,5,9.5,2
8,嘉義,鳳凰,2014/9/20,6.7,4,10,5,5.4,4
8,嘉義,麥德姆,2014/7/23,10.9,6,20,8,135,2
8,嘉義,麥德姆,2014/7/22,4.6,3,8.3,5,2.5,4
8,嘉義,哈吉貝,2014/6/15,5,3,9.5,5,3,4
8,嘉義,菲特,2013/10/7,6,4,8.8,5,0,4
8,嘉義,菲特,2013/10/6,7.8,4,14,7,4.5,4
8,嘉義,菲特,2013/10/5,7.8,4,12.6,6,0,4
8,嘉義,天兔,2013/9/22,3.6,3,6.7,4,6.5,4
8,嘉義,天兔,2013/9/21,3.9,3,8.4,5,1.2,4
8,嘉義,天兔,2013/9/20,3.2,2,6.1,4,0,4
8,嘉義,康芮,2013/8/29,5.8,4,12.4,6,426,3
8,嘉義,康芮,2013/8/28,5.4,3,10.2,5,108.5,4
